sentence_id,instance_id,raw_text,targets
2445,2428,sabun dan sikat gigi nya bekas orang pakai . tidak dikasih yang baru . handuk nya pun bau .,"[{'term': 'sabun', 'opinion': 'bekas orang pakai', 'polarity': 'negative'}, {'term': 'sikat gigi nya', 'opinion': 'bekas orang pakai', 'polarity': 'negative'}, {'term': 'sabun', 'opinion': 'tidak dikasih yang baru', 'polarity': 'negative'}, {'term': 'sikat gigi nya', 'opinion': 'tidak dikasih yang baru', 'polarity': 'negative'}, {'term': 'handuk nya', 'opinion': 'bau', 'polarity': 'negative'}]"
2446,2429,"kamar bersih , nyaman . fasilitas lumayan lengkap .","[{'term': 'kamar', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'fasilitas', 'opinion': 'lumayan lengkap', 'polarity': 'positive'}]"
2448,2430,"kecewa banget aku di sana . enga layak huni . enga di kasih tahu pasword wifinya . kasurnya enga enak , lebih baik ke hotel lain saja . kecewa sumpah !","[{'term': 'null', 'opinion': 'kecewa banget', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'enga layak huni', 'polarity': 'negative'}, {'term': 'pasword wifinya', 'opinion': 'enga di kasih tahu', 'polarity': 'negative'}, {'term': 'kasurnya', 'opinion': 'enga enak', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'kecewa', 'polarity': 'negative'}]"
2449,2431,"kamar bersih , rapi , toilet bersih , tempat strategis .","[{'term': 'kamar', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'rapi', 'polarity': 'positive'}, {'term': 'toilet', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'tempat', 'opinion': 'strategis', 'polarity': 'positive'}]"
2450,2432,breakfast dengan prasmanan yang pas untuk sekelas airy room . puas menginap di airy room bunda kandung .,"[{'term': 'breakfast', 'opinion': 'pas', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'puas menginap', 'polarity': 'positive'}]"
2451,2433,"desain nya keren dan unik , pelayanan ramah .","[{'term': 'desain nya', 'opinion': 'keren', 'polarity': 'positive'}, {'term': 'desain nya', 'opinion': 'unik', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'ramah', 'polarity': 'positive'}]"
2452,2434,"hotelnya bagus , dekat ciwalk jadi banyak kuliner dan tempat belanja . ada kolam renangnya juga . lumayan buat olah raga sedikt .","[{'term': 'hotelnya', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'hotelnya', 'opinion': 'dekat ciwalk jadi banyak kuliner dan tempat belanja', 'polarity': 'positive'}, {'term': 'kolam renangnya', 'opinion': 'ada', 'polarity': 'positive'}]"
2453,2435,"jelek , tidak bersih , spreai kotor , pelayanan tidak ramah .","[{'term': 'spreai', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'pelayanan', 'opinion': 'tidak ramah', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'jelek', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'tidak bersih', 'polarity': 'negative'}]"
2454,2436,"ketika datang kamarnya agak bad smell , lampu nya agak remang , tetapi linens bed nya bersih kok , resepsionis friendly , pokoknya overall good lah . recommended .","[{'term': 'kamarnya', 'opinion': 'agak bad smell', 'polarity': 'negative'}, {'term': 'lampu nya', 'opinion': 'agak remang', 'polarity': 'negative'}, {'term': 'linens bed nya', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'resepsionis', 'opinion': 'friendly', 'polarity': 'positive'}, {'term': 'overall', 'opinion': 'good', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'recommended', 'polarity': 'positive'}]"
2455,2437,"saya pesan 2 kamar , kamar mandi nya bau kurang enak , dikamar saya ada bathtub tetapi sudah rusak tidak dipakai , hot shower tidak ada .","[{'term': 'kamar mandi nya', 'opinion': 'bau kurang enak', 'polarity': 'negative'}, {'term': 'bathtub', 'opinion': 'rusak', 'polarity': 'negative'}, {'term': 'hot shower', 'opinion': 'tidak ada', 'polarity': 'negative'}]"
2456,2438,toilet bau . tidak pernah di sikat . chanel tv kurang . kamar sempit . terus bebas yang bukan pasangan nya .,"[{'term': 'toilet', 'opinion': 'bau', 'polarity': 'negative'}, {'term': 'toilet', 'opinion': 'tidak pernah di sikat', 'polarity': 'negative'}, {'term': 'chanel tv', 'opinion': 'kurang', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'sempit', 'polarity': 'negative'}]"
2457,2439,"pesan 2 kamar tetapi besar kamarnya beda , banyak semut . kamar mandinya pintu yang 1 tidak bisa ditutup . tidak ada ac cuma kipas kecil banget , tidak gerah sih cuma pengep saja . over all bagus .","[{'term': 'kamar mandinya', 'opinion': 'tidak bisa ditutup', 'polarity': 'negative'}, {'term': 'ac', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'kipas', 'opinion': 'kecil banget', 'polarity': 'negative'}, {'term': 'over all', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'banyak semut', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'pengep', 'polarity': 'negative'}]"
2458,2440,karena terlalu banyak kamar jadi tidak diperhatikan masalah kebersihan .,"[{'term': 'kebersihan', 'opinion': 'karena terlalu banyak kamar jadi tidak diperhatikan', 'polarity': 'negative'}]"
2459,2441,airy nyaman terbaik dan pelayanan memuaskan . bakal kesini lagi .,"[{'term': 'airy', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'airy', 'opinion': 'terbaik', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'memuaskan', 'polarity': 'positive'}]"
2460,2442,"mantap ini , sayang wifi sinyalnya kurang bagus dalam kamar , sepertinya karena kamar saya dilantai 3 , kalau dari depan kamar si bagus sinyalnya .","[{'term': 'wifi', 'opinion': 'sinyalnya kurang bagus dalam kamar', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'mantap', 'polarity': 'positive'}]"
2461,2443,"kamarnya besar , tetapi airnya sempat mati . fasilitas baik . bangunan juga nyaman .","[{'term': 'kamarnya', 'opinion': 'besar', 'polarity': 'positive'}, {'term': 'airnya', 'opinion': 'sempat mati', 'polarity': 'negative'}, {'term': 'fasilitas', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'bangunan', 'opinion': 'nyaman', 'polarity': 'positive'}]"
2462,2444,wifi lebih baik dijangkau dalam kamar . yang lainnya fasilitasnya baik .,"[{'term': 'fasilitasnya', 'opinion': 'baik', 'polarity': 'positive'}]"
2463,2445,tidak ada wifi sesuai yang di iklankan .,"[{'term': 'wifi', 'opinion': 'tidak ada', 'polarity': 'negative'}]"
2464,2446,"ac dingin , cuma deposit agak mahal . dan sarapan tidak terlalu banyak pilihan . secara keseluruhan bagus sih .","[{'term': 'ac', 'opinion': 'dingin', 'polarity': 'positive'}, {'term': 'deposit', 'opinion': 'agak mahal', 'polarity': 'negative'}, {'term': 'sarapan', 'opinion': 'tidak terlalu banyak pilihan', 'polarity': 'negative'}, {'term': 'secara keseluruhan', 'opinion': 'bagus', 'polarity': 'positive'}]"
2465,2447,"sangat menyenangkan , pemiliknya sangat ramah . kalau pertama kali ke yogya dan tidak tahu tempat maka .","[{'term': 'pemiliknya', 'opinion': 'sangat ramah', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'sangat menyenangkan', 'polarity': 'positive'}]"
2466,2448,"tempat nyaman , pemandangan indah , pelayanan ramah .","[{'term': 'tempat', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'pemandangan', 'opinion': 'indah', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'ramah', 'polarity': 'positive'}]"
2467,2449,"saya pesan twin , dapetnya doble . ternyata diberikan kepada yang lain . untungnya anak saya oke oke "" saja , ngomongngomong mas recepsionis nya minta maaf juga . hal ini harus dijadikan catetan ! kamar bersih , parkiran harus diperluas .","[{'term': 'null', 'opinion': 'saya pesan twin , dapetnya doble', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'parkiran', 'opinion': 'harus diperluas', 'polarity': 'negative'}]"
2468,2450,kamarnya unik dan harganya pas dikantong . dekat dengan monas dan bundaran hai .,"[{'term': 'kamarnya', 'opinion': 'unik', 'polarity': 'positive'}, {'term': 'harganya', 'opinion': 'pas dikantong', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'dekat dengan monas dan bundaran hai', 'polarity': 'positive'}]"
2469,2451,"hari kedua sampai terakhir , kamar saya tidak dibersihkan . handuk , peralatan mandi , dan sebagainya juga tidak diganti .","[{'term': 'kamar', 'opinion': 'tidak dibersihkan', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'tidak diganti', 'polarity': 'negative'}, {'term': 'peralatan mandi', 'opinion': 'tidak diganti', 'polarity': 'negative'}]"
2470,2452,rekomen sudah pokoknya .,"[{'term': 'null', 'opinion': 'rekomen', 'polarity': 'positive'}]"
2471,2453,"tmptnya bagus , pelayanannya baik dan cepat .","[{'term': 'tmptnya', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'pelayanannya', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'pelayanannya', 'opinion': 'cepat', 'polarity': 'positive'}]"
2472,2454,"bagus , nyaman dan tidak jauh dari pusat kota .","[{'term': 'null', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'tidak jauh dari pusat kota', 'polarity': 'positive'}]"
2473,2455,fasilitas baik seperti pada umumnya . hanya saya bangunan hotel terlihat seperti bangunan lama sehingga saya pribadi kurang nyaman . overall baik .,"[{'term': 'fasilitas', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'bangunan hotel', 'opinion': 'terlihat seperti bangunan lama sehingga saya pribadi kurang nyaman', 'polarity': 'negative'}, {'term': 'overall', 'opinion': 'baik', 'polarity': 'positive'}]"
2474,2456,"lumayan , karena cukup murah terus dekat sama plaza , pizza hut , mcd , kfc , dsb . buat yang mau bawa pacar aman temanteman , gas saja . tertawa .","[{'term': 'null', 'opinion': 'lumayan', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'cukup murah', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'dekat sama plaza , pizza hut , mcd , kfc , dsb', 'polarity': 'positive'}]"
2475,2457,bersih dan cukup nyaman untuk hotel budget .,"[{'term': 'hotel', 'opinion': 'cukup nyaman', 'polarity': 'positive'}, {'term': 'hotel', 'opinion': 'bersih', 'polarity': 'positive'}]"
2476,2458,oke hanya ac kurang dingin .,"[{'term': 'ac', 'opinion': 'kurang dingin', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'oke', 'polarity': 'positive'}]"
2477,2459,seprai dan bed cover nya seperti nya perlu di ganti karena sudah terlihat aga usang .,"[{'term': 'seprai', 'opinion': 'perlu di ganti', 'polarity': 'negative'}, {'term': 'seprai', 'opinion': 'aga usang', 'polarity': 'negative'}, {'term': 'bed cover nya', 'opinion': 'perlu di ganti karena sudah terlihat aga usang', 'polarity': 'negative'}]"
2478,2460,sudah pastii sangat bersihh rekomen ini mah .,"[{'term': 'null', 'opinion': 'sangat bersihh', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'rekomen', 'polarity': 'positive'}]"
2479,2461,"kebersihan kamar perlu di perbaiki , bau pesing , mungkin dari tamu sebelum nya yang membawa anak balita .","[{'term': 'kebersihan kamar', 'opinion': 'perlu di perbaiki', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'bau pesing', 'polarity': 'negative'}]"
2480,2462,"hotel yang bersahabat dengan nyamuk , makanan selalu habis .","[{'term': 'hotel', 'opinion': 'bersahabat dengan nyamuk', 'polarity': 'negative'}, {'term': 'makanan', 'opinion': 'selalu habis', 'polarity': 'negative'}]"
2481,2463,"aliran air kamar mandinya tersumbat , jadi habis dipakai air menggenang dan berbau .","[{'term': 'aliran air kamar mandinya', 'opinion': 'tersumbat', 'polarity': 'negative'}, {'term': 'air', 'opinion': 'menggenang', 'polarity': 'negative'}, {'term': 'air', 'opinion': 'berbau', 'polarity': 'negative'}]"
2482,2464,"lokasi strategis , tempatnya cukup bagus , tetapi ruangannya terlalu sempit , iya sesuai dengan harganya sih .","[{'term': 'lokasi', 'opinion': 'strategis', 'polarity': 'positive'}, {'term': 'tempatnya', 'opinion': 'cukup bagus', 'polarity': 'positive'}, {'term': 'ruangannya', 'opinion': 'terlalu sempit', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'sesuai dengan harganya', 'polarity': 'negative'}]"
2483,2465,"kotor , tidak ada pegawai kebersihan hanya ada resepsionis dan keamanan , tidak ada handuk .","[{'term': 'pegawai kebersihan', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'kotor', 'polarity': 'negative'}]"
2484,2466,"sarapannya enak , walaupun menu terbatas .","[{'term': 'sarapannya', 'opinion': 'enak', 'polarity': 'positive'}, {'term': 'menu', 'opinion': 'terbatas', 'polarity': 'negative'}]"
2485,2467,"lumayan penginapan nya , cuma kasur nya jeblok banget .","[{'term': 'penginapan nya', 'opinion': 'lumayan', 'polarity': 'positive'}, {'term': 'kasur nya', 'opinion': 'jeblok banget', 'polarity': 'negative'}]"
2486,2468,"kamar rapi , fasilitas oke .","[{'term': 'kamar', 'opinion': 'rapi', 'polarity': 'positive'}, {'term': 'fasilitas', 'opinion': 'oke', 'polarity': 'positive'}]"
2487,2469,"terimakasih airy , pelayanan bagus , kamar sangat nyaman , adem . alhamdulillah kami puas inap di hotel cara .","[{'term': 'pelayanan', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'sangat nyaman', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'adem', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'puas inap', 'polarity': 'positive'}]"
2488,2470,"kamarnya oke . sarapannya kurang baik :"" ( .","[{'term': 'kamarnya', 'opinion': 'oke', 'polarity': 'positive'}, {'term': 'sarapannya', 'opinion': 'kurang baik', 'polarity': 'negative'}]"
2489,2471,"ac tidak dingin , lembab , ada kecoak .","[{'term': 'ac', 'opinion': 'tidak dingin', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'lembab', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'ada kecoak', 'polarity': 'negative'}]"
2490,2472,"suasana enak , hotel nuansa jawa banget atau klasik . kamar besar nyaman . satu hal yang buat kurang . hotel kalau tidak ada tamu jadi sepi banget , nek malam jadi seram . pos satuan pengamanan gelap . resto gelap , resepsionis sendiri . pas pagi pun resepsionis masih sendiri , masakin sarapan terus balik jaga front office .","[{'term': 'suasana', 'opinion': 'enak', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'besar', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'hotel', 'opinion': 'kalau tidak ada tamu jadi sepi banget', 'polarity': 'negative'}, {'term': 'hotel', 'opinion': 'nek malam jadi seram', 'polarity': 'negative'}, {'term': 'pos satuan pengamanan', 'opinion': 'gelap', 'polarity': 'negative'}, {'term': 'resto', 'opinion': 'gelap', 'polarity': 'negative'}, {'term': 'resepsionis', 'opinion': 'sendiri', 'polarity': 'negative'}]"
2491,2473,"ac nya rusak , jadi kami tidak bisa tidur semaleman . saya lupa di kamar berapa . overall sih lumayan iya buat backpacker . ada harga , ada rupa .","[{'term': 'ac nya', 'opinion': 'rusak', 'polarity': 'negative'}, {'term': 'overall', 'opinion': 'lumayan iya buat backpacker', 'polarity': 'positive'}]"
2492,2474,"ini pertama kalinya saya memesan airy rooms . saya pesan tanggal 13april untuk menginap tanggal 28april . tetapi ketika saya sampai di hotel , kamar yang saya booking tidak ada dan pihak hotel mengembalikan uang saya , alhasil saya harus mencari hotel lain pada hari itu ! sangat mengecewakan karena tidak ada pemberitahuan dari jauh hari ! tidak profesional !","[{'term': 'null', 'opinion': 'sangat mengecewakan karena tidak ada pemberitahuan dari jauh hari', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'tidak profesional', 'polarity': 'negative'}]"
2493,2475,"tidur nyaman , pelayanan ramah .","[{'term': 'null', 'opinion': 'tidur nyaman', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'ramah', 'polarity': 'positive'}]"
2494,2476,"hotel bagus , bersih , murah meriah . next time bakal menginap disini lagi deh . terimakasih airy rooms .","[{'term': 'hotel', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'hotel', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'hotel', 'opinion': 'murah meriah', 'polarity': 'positive'}, {'term': 'hotel', 'opinion': 'next time bakal menginap disini lagi', 'polarity': 'positive'}]"
2495,2477,wifi kurang joss .,"[{'term': 'wifi', 'opinion': 'kurang joss', 'polarity': 'negative'}]"
2496,2478,"kamar cukup bersih , hanya sempit , .","[{'term': 'kamar', 'opinion': 'cukup bersih', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'sempit', 'polarity': 'negative'}]"
2497,2479,"nyaman , bersih , dan pelayananya sangat ramah , terimakasih .","[{'term': 'pelayananya', 'opinion': 'sangat ramah', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'bersih', 'polarity': 'positive'}]"
2498,2480,sangat kecewa dengan kamar dan pelayanan stafnya !,"[{'term': 'kamar', 'opinion': 'sangat kecewa', 'polarity': 'negative'}, {'term': 'pelayanan stafnya', 'opinion': 'sangat kecewa', 'polarity': 'negative'}]"
2499,2481,"sayang , air panasnya tidak terlalu panas , jadi kalau mandi kedinginan . hhehe .","[{'term': 'air panasnya', 'opinion': 'tidak terlalu panas , jadi kalau mandi kedinginan', 'polarity': 'negative'}]"
0,2482,kebersihan kurang . . .,"[{'term': 'kebersihan', 'opinion': 'kurang . . .', 'polarity': 'negative'}]"
1,2483,"sangat mengecewakan . . . hotel bad image , kebersihan kurang , berisik","[{'term': 'null', 'opinion': 'sangat mengecewakan', 'polarity': 'negative'}, {'term': 'hotel', 'opinion': 'bad image', 'polarity': 'negative'}, {'term': 'kebersihan', 'opinion': 'kurang', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'berisik', 'polarity': 'negative'}]"
2,2484,tempat nyaman bersih tapi tv terlalu tinggi tidak bisa di lihat,"[{'term': 'tempat', 'opinion': 'nyaman bersih', 'polarity': 'positive'}, {'term': 'tv', 'opinion': 'terlalu tinggi tidak bisa di lihat', 'polarity': 'negative'}]"
3,2485,"semuanya bagus sesuai profile , dan harga promo untuk suite nya jg sangat murah . . komplain cuma water heater yg kamar saya tidak keluar dan air keluar kecil","[{'term': 'semuanya', 'opinion': 'bagus sesuai profile', 'polarity': 'positive'}, {'term': 'harga promo', 'opinion': 'sangat murah', 'polarity': 'positive'}, {'term': 'water heater', 'opinion': 'tidak keluar', 'polarity': 'negative'}, {'term': 'air', 'opinion': 'keluar kecil', 'polarity': 'negative'}]"
4,2486,"tempat tidur sangat keras , bantal besar dan keras , air panas tidak berfungsi , ac kurang dingin biasanya setiap saya menginap di hotel / kost / penginapan yang bekerja sama dgn airy room selalu dapat snack & peralatan mandi , tapi kali ini tidak 1 pun yang saya dapatkan","[{'term': 'tempat tidur', 'opinion': 'sangat keras', 'polarity': 'negative'}, {'term': 'bantal', 'opinion': 'besar', 'polarity': 'negative'}, {'term': 'air panas', 'opinion': 'tidak berfungsi', 'polarity': 'negative'}, {'term': 'ac', 'opinion': 'kurang dingin', 'polarity': 'negative'}, {'term': 'snack', 'opinion': 'tidak 1 pun yang saya dapatkan', 'polarity': 'negative'}, {'term': 'peralatan mandi', 'opinion': 'tidak 1 pun yang saya dapatkan', 'polarity': 'negative'}, {'term': 'bantal', 'opinion': 'keras', 'polarity': 'negative'}]"
5,2487,selimut dan handuk ada kerak kotor .,"[{'term': 'selimut', 'opinion': 'ada kerak kotor', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'ada kerak kotor', 'polarity': 'negative'}]"
6,2488,"kamar mandi perlu ditingkatkan lagi , showernya kurang nyala","[{'term': 'kamar mandi', 'opinion': 'perlu ditingkatkan lagi', 'polarity': 'negative'}, {'term': 'showernya', 'opinion': 'kurang nyala', 'polarity': 'negative'}]"
7,2489,pelayanan minta sarapan lebih pagi tdk bisa kami lakukan karena syaratnya harus jam 7 pagi baru ters,"[{'term': 'pelayanan', 'opinion': 'minta sarapan lebih pagi tdk bisa kami lakukan', 'polarity': 'negative'}]"
8,2490,kamar tidak sesuai dengan gambar . . . kurang bersih kasurnya tidak empuk . . .,"[{'term': 'kamar', 'opinion': 'tidak sesuai dengan gambar', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'kasurnya', 'opinion': 'tidak empuk', 'polarity': 'negative'}]"
9,2491,"ac tidak dingin , kunci kamar tidak bisa dipakai karena kehabisan tap card sehingga tiap keluar masuk kamar harus panggil petugas , kamar byk ngengat kecil yg bikin gatal .","[{'term': 'ac', 'opinion': 'tidak dingin', 'polarity': 'negative'}, {'term': 'kunci kamar', 'opinion': 'tidak bisa dipakai', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'byk ngengat kecil yg bikin gatal', 'polarity': 'negative'}]"
10,2492,"ga banget , kamarnya banyak sawang bedebu , lamou kamar mandi mmati , kamar mandi ga bersih parah deh","[{'term': 'null', 'opinion': 'ga banget', 'polarity': 'negative'}, {'term': 'kamarnya', 'opinion': 'banyak sawang bedebu', 'polarity': 'negative'}, {'term': 'lamou kamar mandi', 'opinion': 'mmati', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'ga bersih', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'parah deh', 'polarity': 'negative'}]"
11,2493,cukup oke pelayanannya . . . . . . cuma handuknya kurang bersih . terima kasih,"[{'term': 'pelayanannya', 'opinion': 'cukup oke', 'polarity': 'positive'}, {'term': 'handuknya', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
12,2494,"cukup bersih , tetapi masih ada beberapa bagian yg belum .","[{'term': 'null', 'opinion': 'cukup bersih', 'polarity': 'positive'}, {'term': 'beberapa bagian', 'opinion': 'belum', 'polarity': 'negative'}]"
13,2495,"kebersihan kamar lebih ditingkatkan ya , di sekitar kusen jendela kotor banget . seperti tidak pernah","[{'term': 'kebersihan kamar', 'opinion': 'lebih ditingkatkan', 'polarity': 'negative'}, {'term': 'kusen jendela', 'opinion': 'kotor banget', 'polarity': 'negative'}]"
14,2496,"pintu toilet rusak , kaca jendela rusak , tv tidak layak , handuk kecil dan usang . seprei usang . air wc","[{'term': 'pintu toilet', 'opinion': 'rusak', 'polarity': 'negative'}, {'term': 'kaca jendela', 'opinion': 'rusak', 'polarity': 'negative'}, {'term': 'tv', 'opinion': 'tidak layak', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'kecil', 'polarity': 'negative'}, {'term': 'seprei', 'opinion': 'usang', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'usang', 'polarity': 'negative'}]"
15,2497,"hotelnya bersih dan nyaman , tp keyika masuk kamar sangat bau bekas asap rokok","[{'term': 'hotelnya', 'opinion': 'bersih dan nyaman', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'sangat bau bekas asap rokok', 'polarity': 'negative'}]"
16,2498,"ruangan kurang bersih , ada puntung rokok di dalam kamar , plastik shower di ksmar mandi mulai menghitam , conplimentary item expired","[{'term': 'ruangan', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'ada puntung rokok', 'polarity': 'negative'}, {'term': 'plastik shower', 'opinion': 'mulai menghitam', 'polarity': 'negative'}, {'term': 'conplimentary item', 'opinion': 'expired', 'polarity': 'negative'}]"
17,2499,pelayanan kurang ramah,"[{'term': 'pelayanan', 'opinion': 'kurang ramah', 'polarity': 'negative'}]"
18,2500,tv nya bermasalah,"[{'term': 'tv nya', 'opinion': 'bermasalah', 'polarity': 'negative'}]"
19,2501,"tempatnya si strategis , bnyak yg jual makanan di sekitarnya . tapi kamarnya sempit , kamar mandi bau , kran air berkarat semua , air tidak lancar , ada hewan2 di kamar mandi ( kecoak , kelabang ( meskipun sudah mati ) ) . jadi kecewa , tidak memuaskan","[{'term': 'tempatnya', 'opinion': 'strategis', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'bnyak yg jual makanan di sekitarnya', 'polarity': 'positive'}, {'term': 'kamarnya', 'opinion': 'sempit', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'bau', 'polarity': 'negative'}, {'term': 'kran air', 'opinion': 'berkarat semua', 'polarity': 'negative'}, {'term': 'air', 'opinion': 'tidak lancar', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'ada hewan2 di kamar mandi', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'kecewa', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'tidak memuaskan', 'polarity': 'negative'}]"
20,2502,"jangan menginap disini deh . . mending cari hotel lain . . kelas deluxe tapi kayak ekonomi sempit sekali , wc bau , colokkan listrik tidak ada . mau charger hp gak bisa . nghabiskan duit aja . . . sangat kecewa","[{'term': 'null', 'opinion': 'jangan menginap', 'polarity': 'negative'}, {'term': 'kelas deluxe', 'opinion': 'kayak ekonomi sempit sekali', 'polarity': 'negative'}, {'term': 'wc', 'opinion': 'bau', 'polarity': 'negative'}, {'term': 'colokkan listrik', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'nghabiskan duit aja . . . sangat kecewa', 'polarity': 'negative'}]"
21,2503,"tambahi guling , water heater mati , tapi dikasih kue makasih","[{'term': 'guling', 'opinion': 'tambahi', 'polarity': 'negative'}, {'term': 'water heater', 'opinion': 'mati', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'dikasih kue', 'polarity': 'positive'}]"
22,2504,murah dan nyaman tp toilet agak sedikit kotor .,"[{'term': 'null', 'opinion': 'murah dan nyaman', 'polarity': 'positive'}, {'term': 'toilet', 'opinion': 'agak sedikit kotor', 'polarity': 'negative'}]"
23,2505,ac nya panas gak berfungsi . offer all sih ya oke lah .,"[{'term': 'ac nya', 'opinion': 'panas gak berfungsi', 'polarity': 'negative'}, {'term': 'offer all', 'opinion': 'oke lah', 'polarity': 'positive'}]"
24,2506,tvnya mati2,"[{'term': 'tvnya', 'opinion': 'mati2', 'polarity': 'negative'}]"
25,2507,untuk nginap yg kemaren tempat tidur kurang bersih . . 🙏🏻,"[{'term': 'tempat tidur', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
26,2508,kamar mandi kurang bersih,"[{'term': 'kamar mandi', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
27,2509,kamar kotor . . . tidak ada perlengkapan snack dan mandi dari airy,"[{'term': 'kamar', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'perlengkapan snack dan mandi', 'opinion': 'tidak ada', 'polarity': 'negative'}]"
28,2510,wifi tidak sampai kamar,"[{'term': 'wifi', 'opinion': 'tidak sampai kamar', 'polarity': 'negative'}]"
29,2511,ac kurang dingin,"[{'term': 'ac', 'opinion': 'kurang dingin', 'polarity': 'negative'}]"
30,2512,"pelayanan ramah , namun air panas shower perlu diperbaiki","[{'term': 'pelayanan', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'air panas shower', 'opinion': 'perlu diperbaiki', 'polarity': 'negative'}]"
31,2513,tidak ada sabun maupun snack dari airy room,"[{'term': 'sabun', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'snack', 'opinion': 'tidak ada', 'polarity': 'negative'}]"
